NC_045512.2,6jyt|A|1,29903,164,16441,16932,1,1.07e-110
NC_045512.2,2xyq|A|1,29903,152,21073,21528,1,1.51e-96
NC_045512.2,2dd8|S|0,29903,192,22562,23140,2,1.29e-94
NC_045512.2,2ghw|A|0,29903,191,22556,23131,2,1.22e-93
NC_045512.2,6ack|C|2,29903,190,22568,23140,2,1.83e-93
NC_045512.2,6acj|C|2,29903,190,22568,23140,2,1.83e-93
NC_045512.2,6acg|C|2,29903,190,22568,23140,2,1.83e-93
NC_045512.2,2ghw|C|0,29903,188,22553,23119,2,2.19e-91
NC_045512.2,2xyq|A|0,29903,135,20659,21063,1,2.31e-88
NC_045512.2,5c8u|C|0,29903,133,13022,13417,2,4.46e-87
NC_045512.2,5c8u|A|0,29903,133,13022,13417,2,4.46e-87
NC_045512.2,6nb7|B|6,29903,155,23129,23590,2,3.82e-86
NC_045512.2,6nb6|B|6,29903,155,23129,23590,2,3.82e-86
NC_045512.2,6cs0|C|3,29903,154,23129,23590,2,8.57e-86
NC_045512.2,6cs0|A|3,29903,154,23129,23590,2,8.57e-86
NC_045512.2,6cs2|B|3,29903,155,23129,23590,2,1.10e-85
NC_045512.2,6cs0|B|3,29903,155,23129,23590,2,1.10e-85
NC_045512.2,2acf|B|0,29903,173,3332,3841,2,1.34e-81
NC_045512.2,6cs2|C|2,29903,149,23150,23590,2,1.40e-81
NC_045512.2,6cs2|A|2,29903,149,23150,23590,2,1.40e-81
NC_045512.2,2acf|C|0,29903,176,3332,3841,2,1.53e-81
NC_045512.2,2acf|D|0,29903,179,3332,3841,2,3.30e-81
NC_045512.2,2acf|A|0,29903,172,3332,3838,2,3.60e-81
NC_045512.2,2xyq|B|0,29903,122,13052,13417,2,3.71e-81
NC_045512.2,6ack|C|3,29903,144,23153,23584,2,1.05e-80
NC_045512.2,6acj|C|3,29903,144,23153,23584,2,1.05e-80
NC_045512.2,6acg|C|3,29903,144,23153,23584,2,1.05e-80
NC_045512.2,6ack|C|4,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6ack|B|2,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6ack|A|2,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6acj|C|4,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6acj|B|2,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6acj|A|2,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6acg|C|4,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6acg|B|2,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6acg|A|2,29903,138,23636,24049,2,1.44e-79
NC_045512.2,6cs2|C|3,29903,139,23630,24043,2,4.80e-79
NC_045512.2,6cs2|B|4,29903,139,23630,24043,2,4.80e-79
NC_045512.2,6cs0|C|4,29903,138,23630,24043,2,4.96e-79
NC_045512.2,6cs0|B|4,29903,138,23630,24043,2,4.96e-79
NC_045512.2,6cs0|A|4,29903,138,23630,24043,2,4.96e-79
NC_045512.2,5x58|B|2,29903,138,23630,24043,2,4.96e-79
NC_045512.2,5x58|A|2,29903,138,23630,24043,2,4.96e-79
NC_045512.2,5x58|C|2,29903,137,23633,24043,2,7.78e-79
NC_045512.2,6cs2|A|3,29903,137,23630,24040,2,2.33e-78
NC_045512.2,6nb7|C|5,29903,138,23630,24040,2,2.36e-78
NC_045512.2,6nb7|B|7,29903,138,23630,24040,2,2.36e-78
NC_045512.2,6nb7|A|5,29903,138,23630,24040,2,2.36e-78
NC_045512.2,6nb6|B|7,29903,138,23630,24040,2,2.36e-78
NC_045512.2,6nb6|A|5,29903,138,23630,24040,2,2.36e-78
NC_045512.2,6nb6|C|5,29903,139,23624,24040,2,2.47e-78
NC_045512.2,5x58|C|0,29903,222,21638,22288,2,1.17e-76
NC_045512.2,5x58|B|0,29903,222,21638,22288,2,1.17e-76
NC_045512.2,5x58|A|0,29903,222,21638,22288,2,1.17e-76
NC_045512.2,6ack|C|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6ack|B|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6ack|A|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6acj|C|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6acj|B|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6acj|A|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6acg|C|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6acg|B|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6acg|A|0,29903,222,21638,22288,2,1.41e-75
NC_045512.2,6cs2|C|0,29903,223,21638,22288,2,1.66e-75
NC_045512.2,6cs2|B|0,29903,223,21638,22288,2,1.66e-75
NC_045512.2,6cs2|A|0,29903,223,21638,22288,2,1.66e-75
NC_045512.2,6cs0|C|0,29903,223,21638,22288,2,1.66e-75
NC_045512.2,6cs0|B|0,29903,223,21638,22288,2,1.66e-75
NC_045512.2,6cs0|A|0,29903,223,21638,22288,2,1.66e-75
NC_045512.2,2wct|D|2,29903,129,4361,4747,2,3.47e-70
NC_045512.2,2wct|C|2,29903,129,4361,4747,2,3.47e-70
NC_045512.2,2wct|B|1,29903,129,4361,4747,2,3.47e-70
NC_045512.2,2wct|A|1,29903,129,4361,4747,2,3.47e-70
NC_045512.2,3ee7|B|0,29903,115,12698,13024,2,9.13e-69
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|B|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,2jw8|A|0,29903,118,29021,29353,2,1.08e-68
NC_045512.2,6jyt|A|3,29903,103,17059,17367,1,1.20e-66
NC_045512.2,6jyt|B|8,29903,101,17659,17961,1,7.52e-65
NC_045512.2,6cs2|B|1,29903,124,22334,22702,2,8.41e-63
NC_045512.2,6cs0|B|1,29903,124,22334,22702,2,8.41e-63
NC_045512.2,6cs0|A|1,29903,124,22334,22702,2,8.41e-63
NC_045512.2,6cs0|C|1,29903,123,22334,22699,2,4.84e-62
NC_045512.2,6nur|B|0,29903,115,12320,12664,2,8.79e-62
NC_045512.2,6jyt|A|8,29903,92,17686,17961,1,4.57e-58
NC_045512.2,6nur|D|0,29903,109,12341,12667,2,1.34e-57
NC_045512.2,6cs2|B|2,29903,132,22715,23110,2,1.51e-57
NC_045512.2,6cs0|C|2,29903,132,22715,23110,2,1.51e-57
NC_045512.2,6cs0|B|2,29903,132,22715,23110,2,1.51e-57
NC_045512.2,6cs0|A|2,29903,132,22715,23110,2,1.51e-57
NC_045512.2,2g9t|B|0,29903,78,13046,13279,2,1.48e-49
NC_045512.2,2g9t|X|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|W|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|T|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|S|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|R|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|Q|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|P|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|O|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|N|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|M|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|L|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|K|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|J|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|I|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|H|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|G|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|E|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|D|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|C|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,2g9t|A|0,29903,77,13049,13279,2,1.29e-48
NC_045512.2,3ee7|D|1,29903,79,12797,13024,2,4.92e-48
NC_045512.2,3ee7|C|1,29903,78,12800,13024,2,3.14e-47
NC_045512.2,2wct|B|0,29903,128,3956,4339,2,1.66e-46
NC_045512.2,2wct|A|0,29903,128,3956,4339,2,1.66e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,1yo4|A|0,29903,87,27439,27687,1,4.17e-46
NC_045512.2,2wct|C|1,29903,116,4031,4339,2,4.26e-45
NC_045512.2,2wct|D|1,29903,112,4031,4339,2,4.68e-45
NC_045512.2,6nb7|A|1,29903,109,21662,21988,2,1.91e-44
NC_045512.2,6nb6|A|1,29903,109,21662,21988,2,1.91e-44
NC_045512.2,6nb6|C|1,29903,111,21662,21988,2,1.94e-44
NC_045512.2,6nb7|B|1,29903,109,21662,21982,2,2.58e-44
NC_045512.2,6nb6|B|1,29903,109,21662,21982,2,2.58e-44
NC_045512.2,6nb7|C|1,29903,108,21662,21982,2,2.83e-44
NC_045512.2,6jyt|B|0,29903,69,16234,16437,1,7.92e-42
NC_045512.2,6jyt|A|0,29903,69,16234,16437,1,7.92e-42
NC_045512.2,5c8u|D|1,29903,61,19432,19614,1,1.34e-39
NC_045512.2,5c8u|D|1,29903,61,956,1066,2,7.8
NC_045512.2,5c8u|B|1,29903,61,19432,19614,1,1.34e-39
NC_045512.2,5c8u|B|1,29903,61,956,1066,2,7.8
NC_045512.2,6ack|C|1,29903,75,22334,22555,2,1.06e-32
NC_045512.2,6acj|C|1,29903,75,22334,22555,2,1.06e-32
NC_045512.2,6acg|C|1,29903,75,22334,22555,2,1.06e-32
NC_045512.2,6cs2|C|1,29903,75,22334,22555,2,1.06e-32
NC_045512.2,6cs2|A|1,29903,75,22334,22555,2,1.06e-32
NC_045512.2,6jyt|B|3,29903,54,17059,17220,1,5.70e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,1ysy|A|0,29903,85,11840,12091,2,7.12e-32
NC_045512.2,3ee7|A|2,29903,52,12869,13024,2,7.13e-30
NC_045512.2,6jyt|B|5,29903,50,17371,17520,1,2.07e-29
NC_045512.2,6jyt|A|4,29903,50,17371,17520,1,2.07e-29
NC_045512.2,3vc8|B|0,29903,85,9785,10042,2,1.96e-28
NC_045512.2,6jyt|B|4,29903,48,17224,17367,1,1.32e-27
NC_045512.2,3vc8|A|0,29903,81,9785,10024,2,7.95e-27
NC_045512.2,2gt7|A|0,29903,44,10055,10186,2,5.33e-26
NC_045512.2,2g9t|X|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|W|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|V|2,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|U|2,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|T|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|S|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|R|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|Q|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|P|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|O|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|N|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|M|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|L|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|K|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|J|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|I|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|H|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|G|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|F|2,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|E|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|D|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|C|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|B|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,2g9t|A|1,29903,41,13289,13411,2,2.99e-23
NC_045512.2,6nur|C|0,29903,70,11846,12055,2,1.23e-22
NC_045512.2,6jyt|B|2,29903,40,16936,17055,1,4.74e-22
NC_045512.2,6jyt|A|2,29903,40,16936,17055,1,4.74e-22
NC_045512.2,2g9t|V|1,29903,37,13169,13279,2,2.25e-21
NC_045512.2,2g9t|F|1,29903,37,13169,13279,2,2.25e-21
NC_045512.2,2g9t|U|1,29903,36,13172,13279,2,9.04e-21
NC_045512.2,6jyt|B|7,29903,37,17545,17655,1,1.72e-20
NC_045512.2,6jyt|A|6,29903,37,17545,17655,1,1.72e-20
NC_045512.2,2g9t|U|0,29903,39,13049,13165,2,1.02e-19
NC_045512.2,2g9t|F|0,29903,39,13049,13165,2,1.02e-19
NC_045512.2,2g9t|V|0,29903,38,13049,13162,2,3.93e-19
NC_045512.2,6nb6|A|3,29903,61,22115,22288,2,4.61e-19
NC_045512.2,6nb6|B|3,29903,59,22115,22288,2,4.77e-19
NC_045512.2,6nb7|C|3,29903,60,22118,22288,2,2.38e-18
NC_045512.2,6nb7|A|3,29903,60,22118,22288,2,2.38e-18
NC_045512.2,6nb7|B|3,29903,58,22118,22288,2,2.53e-18
NC_045512.2,6nb6|C|3,29903,60,22121,22288,2,9.50e-18
NC_045512.2,3ee7|D|0,29903,33,12695,12793,2,2.99e-15
NC_045512.2,3ee7|C|0,29903,32,12698,12793,2,1.32e-14
NC_045512.2,3ee7|A|0,29903,32,12695,12790,2,1.72e-14
NC_045512.2,3ee7|A|1,29903,22,12797,12862,2,4.63e-09
NC_045512.2,6jyt|B|9,29903,20,17965,18024,1,2.88e-08
NC_045512.2,6jyt|A|9,29903,20,17965,18024,1,2.88e-08
NC_045512.2,6nur|A|1,29903,14,16156,16197,1,3.43e-04
NC_045512.2,6nb7|B|5,29903,11,23078,23110,2,0.25
NC_045512.2,6nb6|B|5,29903,11,23078,23110,2,0.25
NC_045512.2,6nb7|A|2,29903,22,22037,22087,2,0.53
NC_045512.2,6nb6|B|2,29903,22,22037,22087,2,0.53
NC_045512.2,6nb6|A|2,29903,22,22037,22087,2,0.53
NC_045512.2,6nb7|C|2,29903,20,22037,22087,2,1.5
NC_045512.2,6nb6|C|2,29903,20,22037,22087,2,1.5
NC_045512.2,6nb7|B|2,29903,21,22037,22087,2,1.8
NC_045512.2,6cs0|C|5,29903,9,24068,24094,2,2.2
NC_045512.2,6jyt|A|7,29903,8,17659,17682,1,8.6
